Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	PubMed ID	Kinetics	pH dependence	Redox potential	Site	EC number	Activity regulation	Active site	Binding site	Catalytic activity
A0A2E1GEP5	unreviewed	A0A2E1GEP5_9ACTN	propane 2-monooxygenase (EC 1.14.13.227)	CME34_23130	Gordonia sp	368	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A2E1WIT4	unreviewed	A0A2E1WIT4_9GAMM	Toluene monooxygenase	CL391_03855	Acidiferrobacteraceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E2HRV6	unreviewed	A0A2E2HRV6_9GAMM	Phenol hydroxylase	CMK87_02925	Pseudomonadales bacterium	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E2IT26	unreviewed	A0A2E2IT26_9SPHN	Phenol hydroxylase	CL955_06190	Erythrobacteraceae bacterium	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E2R4M0	unreviewed	A0A2E2R4M0_9BURK	Toluene monooxygenase	CMN90_09710	Sutterellaceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E2R694	unreviewed	A0A2E2R694_9BURK	Phenol hydroxylase	CMN90_12555	Sutterellaceae bacterium	337	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E2XNF5	unreviewed	A0A2E2XNF5_9GAMM	Toluene monooxygenase	CL693_20300	Cellvibrionaceae bacterium	339	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E4EVS0	unreviewed	A0A2E4EVS0_9GAMM	Toluene monooxygenase	CL400_05800	Acidiferrobacteraceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E4GG53	unreviewed	A0A2E4GG53_9GAMM	Toluene monooxygenase	CMD67_02940	Gammaproteobacteria bacterium	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E4IPG0	unreviewed	A0A2E4IPG0_9GAMM	Toluene monooxygenase	CL401_06335	Acidiferrobacteraceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E5FBA2	unreviewed	A0A2E5FBA2_9GAMM	Phenol hydroxylase	CL866_05105	Cycloclasticus sp	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E5P8H0	unreviewed	A0A2E5P8H0_9PROT	Toluene monooxygenase	CMM54_01040	Rhodospirillaceae bacterium	329	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E5P8P8	unreviewed	A0A2E5P8P8_9PROT	Toluene monooxygenase	CMM54_00780	Rhodospirillaceae bacterium	329	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E5SQI1	unreviewed	A0A2E5SQI1_9GAMM	Phenol hydroxylase	CMG91_12730	Marinobacter sp	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	29337314									
A0A2E5Z329	unreviewed	A0A2E5Z329_9PROT	Toluene monooxygenase	CL567_01015	Alphaproteobacteria bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E7EBC4	unreviewed	A0A2E7EBC4_9GAMM	Phenol hydroxylase	CMI09_11880	Oceanospirillaceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E8CB33	unreviewed	A0A2E8CB33_9GAMM	Phenol hydroxylase	CMK73_08310 CMK81_02465 CMK82_06475 CMK85_14085 CMK87_07025	Pseudomonadales bacterium	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	29337314									
A0A2E8QQR9	unreviewed	A0A2E8QQR9_9GAMM	Toluene monooxygenase	CL387_06990	Acidiferrobacter sp	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E8R000	unreviewed	A0A2E8R000_9PROT	Toluene monooxygenase	CMM31_04395	Rhodospirillaceae bacterium	322	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E8R1N4	unreviewed	A0A2E8R1N4_9PROT	Toluene monooxygenase	CMM31_08935	Rhodospirillaceae bacterium	327	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E8T7A5	unreviewed	A0A2E8T7A5_9PROT	Toluene monooxygenase	CMM30_09115	Rhodospirillaceae bacterium	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E9C2S6	unreviewed	A0A2E9C2S6_9BURK	Phenol hydroxylase	CMO32_38530	Variovorax sp	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E9DDF9	unreviewed	A0A2E9DDF9_9GAMM	Phenol hydroxylase	CMI01_02340	Oceanospirillaceae bacterium	327	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E9DLW1	unreviewed	A0A2E9DLW1_9GAMM	Toluene monooxygenase	CMI01_17515	Oceanospirillaceae bacterium	327	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E9HX41	unreviewed	A0A2E9HX41_9RHOB	Toluene hydroxylase	CMF72_06480	Mameliella sp	353	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2E9REZ2	unreviewed	A0A2E9REZ2_9GAMM	Phenol hydroxylase	CL543_00045 CL551_03375	Alcanivorax sp	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	29337314									
A0A2G1VGF0	unreviewed	A0A2G1VGF0_9GAMM	Phenol hydroxylase	CLH62_09630	Marinobacter guineae	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2G1VGH0	unreviewed	A0A2G1VGH0_9GAMM	Phenol hydroxylase	CLH62_09735	Marinobacter guineae	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2G2G1T3	unreviewed	A0A2G2G1T3_9PROT	Toluene monooxygenase	COA47_13970	Robiginitomaculum sp	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2G2IBM9	unreviewed	A0A2G2IBM9_COLSX	Phenol hydroxylase	COA59_14165	Colwellia sp	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2G2IEG1	unreviewed	A0A2G2IEG1_COLSX	Phenol hydroxylase	COA59_07560	Colwellia sp	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2G6IJH8	unreviewed	A0A2G6IJH8_9RHOB	Phenol hydroxylase	CSA72_03930	Rhodobacterales bacterium	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2H0J789	unreviewed	A0A2H0J789_9BURK	Phenol hydroxylase	COW02_04175	Comamonadaceae bacterium CG12_big_fil_rev_8_21_14_0_65_59_15	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2H6ATC3	unreviewed	A0A2H6ATC3_9BACT	Toluene-4-monooxygenase system protein E (EC 1.14.13.-)	tmoE HRbin39_00560	bacterium HR39	341	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.-				
A0A2I0GX09	unreviewed	A0A2I0GX09_9GAMM	Phenol hydroxylase	CXF60_07515	Psychrobacter sp. 4Bb	336	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2I8EIT1	unreviewed	A0A2I8EIT1_9BURK	Phenol hydroxylase	C2L65_07810	Paraburkholderia terrae	335	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2J7TD45	unreviewed	A0A2J7TD45_METSI	Methane monooxygenase	CR492_17385	Methylocella silvestris	391	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2J7TLA8	unreviewed	A0A2J7TLA8_METSI	Toluene hydroxylase	CR492_01065	Methylocella silvestris	357	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2K0YCK7	unreviewed	A0A2K0YCK7_9SPHN	Phenol hydroxylase	A8G00_02685	Sphingobium sp. SA916	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2K4KWY7	unreviewed	A0A2K4KWY7_9PSED	Phenol hydroxylase	C1890_17215	Pseudomonas sp. DP16D-R1	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2K8LS03	unreviewed	A0A2K8LS03_9PSEU	propane 2-monooxygenase (EC 1.14.13.227)	CU254_12390	Amycolatopsis sp. AA4	328	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]						1.14.13.227				CATALYTIC ACTIVITY: Reaction=H(+) + NADH + O2 + propane = H2O + NAD(+) + propan-2-ol; Xref=Rhea:RHEA:49992, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:15379, ChEBI:CHEBI:17824, ChEBI:CHEBI:32879, ChEBI:CHEBI:57540, ChEBI:CHEBI:57945; EC=1.14.13.227; Evidence={ECO:0000256|ARBA:ARBA00001272};
A0A2L0AFB6	unreviewed	A0A2L0AFB6_9SPHN	Methane monooxygenase	C1T17_19700 C1T17_20770	Sphingobium sp. SCG-1	391	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2L0AFL3	unreviewed	A0A2L0AFL3_9SPHN	Toluene monooxygenase	C1T17_20330	Sphingobium sp. SCG-1	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2L0AFL4	unreviewed	A0A2L0AFL4_9SPHN	Phenol hydroxylase	C1T17_20215	Sphingobium sp. SCG-1	336	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2L1VIH1	unreviewed	A0A2L1VIH1_ACINO	Phenol hydroxylase	AL533_10945	Acinetobacter nosocomialis	333	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2L2M1T8	unreviewed	A0A2L2M1T8_9GAMM	Phenol hydroxylase	C3Y93_13720	Acinetobacter sp. SWBY1	334	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2M8J159	unreviewed	A0A2M8J159_9RHOB	Toluene hydroxylase	CVM52_11755	Pseudooceanicola lipolyticus	353	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	29219804									
A0A2M8J487	unreviewed	A0A2M8J487_9RHOB	Toluene hydroxylase	CVM52_06170	Pseudooceanicola lipolyticus	340	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]	29219804									
A0A2M8MLN2	unreviewed	A0A2M8MLN2_9GAMM	Phenol hydroxylase	CVD06_03155	Acinetobacter seifertii	332	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2M8V213	unreviewed	A0A2M8V213_PSESP	Phenol hydroxylase	CTR55_03070	Pseudomonas sp	331	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
A0A2N0V4X7	unreviewed	A0A2N0V4X7_9GAMM	Methane monooxygenase	CWO84_16190	Methylomonas sp. Kb3	392	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; cellular aromatic compound metabolic process [GO:0006725]										
