TITLE	COMPND	SOURCE	NAME	cluster_label
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN (A0A831SW41)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BLASTOCATELLIA BACTERIUM;3 ORGANISM_TAXID: 2052146	METHYL-ACCEPTING CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2L0ELG8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SORANGIUM CELLULOSUM;3 ORGANISM_TAXID: 56	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A5B8RY14)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: COMAMONAS SP. NLF-7-7;3 ORGANISM_TAXID: 2597701	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR THIAMINASE1 (A0A1D6PYJ4)	MOL_ID: 1;2 MOLECULE: THIAMINASE1;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ZEA MAYS;3 ORGANISM_TAXID: 4577	THIAMINASE1	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7X4EE63)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GEMMATIMONADETES BACTERIUM;3 ORGANISM_TAXID: 2026742	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A6DNS5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LENTISPHAERA ARANEOSA HTCC2155;3 ORGANISM_TAXID: 313628	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHYL-ACCEPTING CHEMOTAXIS2 PROTEIN III (A0A5P9KMI0)	MOL_ID: 1;2 MOLECULE: METHYL-ACCEPTING CHEMOTAXIS PROTEIN III;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BREVUNDIMONAS SP. BB-A;3 ORGANISM_TAXID: 2560058	METHYL-ACCEPTING CHEMOTAXIS PROTEIN III	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A653JKF0)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SPHINGORHABDUS SP. 109;3 ORGANISM_TAXID: 2653173	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A536V7Q9)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BETAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1891241	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A6C1B5W1)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: AZOARCUS SP. M9-3-2;3 ORGANISM_TAXID: 2016596	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A2P6FVD3)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RHODOBACTERACEAE BACTERIUM;3 ORGANISM_TAXID: 1904441	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A2R4JJD0)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. P3;3 ORGANISM_TAXID: 2135430	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HAMP DOMAIN-CONTAINING PROTEIN2 (A0A1M6Q373)	MOL_ID: 1;2 MOLECULE: HAMP DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROSEOMONAS ROSEA;3 ORGANISM_TAXID: 198092	HAMP DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENOL HYDROXYLASE (A0A3D4NGZ5)	MOL_ID: 1;2 MOLECULE: PHENOL HYDROXYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDOMONAS SP.;3 ORGANISM_TAXID: 306	PHENOL HYDROXYLASE	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE REDUCTASE2 (A0A7V9PMN5)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SOLIRUBROBACTERALES BACTERIUM;3 ORGANISM_TAXID: 1909295	RIBONUCLEOTIDE REDUCTASE	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A1H4SAG6)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STREPTOMYCES SP. 2231.1;3 ORGANISM_TAXID: 1855347	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 4-HYDROXY-3-METHYLBUT-2-ENYL2 DIPHOSPHATE REDUCTASE (A0A517P7U9)	MOL_ID: 1;2 MOLECULE: 4-HYDROXY-3-METHYLBUT-2-ENYL DIPHOSPHATE REDUCTASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ALIENIMONAS CALIFORNIENSIS;3 ORGANISM_TAXID: 2527989	4-HYDROXY-3-METHYLBUT-2-ENYL DIPHOSPHATE REDUCTASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A7W0TSW6)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACTINOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1883427	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HAMP DOMAIN-CONTAINING PROTEIN2 (A0A5C7RVL6)	MOL_ID: 1;2 MOLECULE: HAMP DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: THIOBACILLUS SP;3 ORGANISM_TAXID: 924	HAMP DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7W0Q2G1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHANE/PHENOL/TOLUENE2 HYDROXYLASE (A0A366ECR4)	MOL_ID: 1;2 MOLECULE: METHANE/PHENOL/TOLUENE HYDROXYLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROSEIARCUS FERMENTANS;3 ORGANISM_TAXID: 1473586	METHANE/PHENOL/TOLUENE HYDROXYLASE	11
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A225NTR5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARINIBACTERIUM PROFUNDIMARIS;3 ORGANISM_TAXID: 1679460	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR AUTOPHAGY-RELATED PROTEIN2 (A0A364N8S1)	MOL_ID: 1;2 MOLECULE: AUTOPHAGY-RELATED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: STEMPHYLIUM LYCOPERSICI;3 ORGANISM_TAXID: 183478	AUTOPHAGY-RELATED PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHANE MONOOXYGENASE2 (A0A527A4H7)	MOL_ID: 1;2 MOLECULE: METHANE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MESORHIZOBIUM SP;3 ORGANISM_TAXID: 1871066	METHANE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAC (A0A6G7XGE7)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: LEUCOBACTER VISCERICOLA;3 ORGANISM_TAXID: 2714935	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAC	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A4P8ZUM8)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS SACCHARIBACTERIA BACTERIUM ORAL TAXON3 955;4 ORGANISM_TAXID: 2572087	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METHANE MONOOXYGENASE2 (A0A7Y4U2R3)	MOL_ID: 1;2 MOLECULE: METHANE MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	METHANE MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR NADH-QUINONE OXIDOREDUCTASE2 SUBUNIT L (A0A2V9KZ39)	MOL_ID: 1;2 MOLECULE: NADH-QUINONE OXIDOREDUCTASE SUBUNIT L;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 1978231	NADH-QUINONE OXIDOREDUCTASE SUBUNIT L	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2S9YEQ1)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ENHYGROMYXA SALINA;3 ORGANISM_TAXID: 215803	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A7T9BT79)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS MELAINABACTERIA BACTERIUM;3 ORGANISM_TAXID: 2052166	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID DEGRADATION2 PROTEIN (U2FMZ8)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID DEGRADATION PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SALINISPHAERA SHABANENSIS E1L3A;3 ORGANISM_TAXID: 1033802	PHENYLACETIC ACID DEGRADATION PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOSIDE-DIPHOSPHATE2 REDUCTASE SUBUNIT BETA (A0A353Y947)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CURVIBACTER SP;3 ORGANISM_TAXID: 1888168	RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE SUBUNIT BETA	1
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF455 DOMAIN-CONTAINING2 PROTEIN (A0A2M8EHE9)	MOL_ID: 1;2 MOLECULE: DUF455 DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: COMAMONADACEAE BACTERIUM3 CG_4_9_14_0_8_UM_FILTER_57_21;4 ORGANISM_TAXID: 1973949	DUF455 DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2S4VL75)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PUCCINIA STRIIFORMIS;3 ORGANISM_TAXID: 27350	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (D5RQL3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ROSEOMONAS CERVICALIS ATCC 49957;3 ORGANISM_TAXID: 525371	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A176W8P8)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MARCHANTIA POLYMORPHA SUBSP. RUDERALIS;3 ORGANISM_TAXID: 1480154	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR METAL-DEPENDENT HYDROLASE2 (A0A2A5CNF1)	MOL_ID: 1;2 MOLECULE: METAL-DEPENDENT HYDROLASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MORAXELLACEAE BACTERIUM;3 ORGANISM_TAXID: 1889775	METAL-DEPENDENT HYDROLASE	8
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A7C1YCG3)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIMICROBIALES BACTERIUM;3 ORGANISM_TAXID: 2201156	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DUF3419 FAMILY PROTEIN2 (A0A7W1MEH2)	MOL_ID: 1;2 MOLECULE: DUF3419 FAMILY PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PARACHLAMYDIACEAE BACTERIUM;3 ORGANISM_TAXID: 2052176	DUF3419 FAMILY PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR DNA NICKASE (A0A6P0QPP5)	MOL_ID: 1;2 MOLECULE: DNA NICKASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: MICROCOLEUS SP. SIO2G3;3 ORGANISM_TAXID: 2607795	DNA NICKASE	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR COLANIC ACID EXPORTER2 (A0A661ACG2)	MOL_ID: 1;2 MOLECULE: COLANIC ACID EXPORTER;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BACTERIUM;3 ORGANISM_TAXID: 1869227	COLANIC ACID EXPORTER	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PUTATIVE INORGANIC PHOSPHATE2 TRANSPORTER (D8LQ39)	MOL_ID: 1;2 MOLECULE: PUTATIVE INORGANIC PHOSPHATE TRANSPORTER;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ECTOCARPUS SILICULOSUS;3 ORGANISM_TAXID: 2880	PUTATIVE INORGANIC PHOSPHATE TRANSPORTER	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2E5NR52)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIMICROBIACEAE BACTERIUM;3 ORGANISM_TAXID: 2024894	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A7C3JVK3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DELTAPROTEOBACTERIA BACTERIUM;3 ORGANISM_TAXID: 2026735	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR POLYSACC_SYNT_C DOMAIN-2 CONTAINING PROTEIN (A0A3A4QRD8)	MOL_ID: 1;2 MOLECULE: POLYSACC_SYNT_C DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: CANDIDATUS AUREABACTERIA BACTERIUM SURF_26;3 ORGANISM_TAXID: 2093366	POLYSACC_SYNT_C DOMAIN-CONTAINING PROTEIN	17
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETATE-COA OXYGENASE2 SUBUNIT PAAI (A0A2E0ULR0)	MOL_ID: 1;2 MOLECULE: PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ECTOTHIORHODOSPIRACEAE BACTERIUM;3 ORGANISM_TAXID: 2026737	PHENYLACETATE-COA OXYGENASE SUBUNIT PAAI	6
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PHENYLACETIC ACID DEGRADATION2 PROTEIN (A0A6V8L3N2)	MOL_ID: 1;2 MOLECULE: PHENYLACETIC ACID DEGRADATION PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PHYTOHABITANS RUMICIS;3 ORGANISM_TAXID: 1076125	PHENYLACETIC ACID DEGRADATION PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A7V8N3N3)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PANTOEA SP. BIGB0393;3 ORGANISM_TAXID: 2726955	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A2G4G989)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ACIDIMICROBIUM SP;3 ORGANISM_TAXID: 1872112	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A4U1H1Y2)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: POLYANGIUM SP. SDU3-1;3 ORGANISM_TAXID: 2567896	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAC (A0A1G4QIR8)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: ASTICCACAULIS TAIHUENSIS;3 ORGANISM_TAXID: 260084	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAC	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR HISTIDINE KINASE (A0A1V1X032)	MOL_ID: 1;2 MOLECULE: HISTIDINE KINASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: DESULFOBACTERALES BACTERIUM PC51MH44;3 ORGANISM_TAXID: 1869304	HISTIDINE KINASE	7
ALPHAFOLD MONOMER V2.0 PREDICTION FOR REDUCTASE M2 POLYPEPTIDE2 VARIANT 3D (A0A1Y1Z7Q4)	MOL_ID: 1;2 MOLECULE: REDUCTASE M2 POLYPEPTIDE VARIANT 3D;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BASIDIOBOLUS MERISTOSPORUS CBS 931.73;3 ORGANISM_TAXID: 1314790	REDUCTASE M2 POLYPEPTIDE VARIANT 3D	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A1T2D1E5)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SOLEMYA VELUM GILL SYMBIONT;3 ORGANISM_TAXID: 2340	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR FERRITIN-LIKE DOMAIN-CONTAINING2 PROTEIN (A0A849Z5R8)	MOL_ID: 1;2 MOLECULE: FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: POLYANGIACEAE BACTERIUM;3 ORGANISM_TAXID: 2268199	FERRITIN-LIKE DOMAIN-CONTAINING PROTEIN	9
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PYRROLOQUINOLINE-QUINONE2 SYNTHASE (A0A5C7L8B5)	MOL_ID: 1;2 MOLECULE: PYRROLOQUINOLINE-QUINONE SYNTHASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SINOBACTERACEAE BACTERIUM;3 ORGANISM_TAXID: 1969813	PYRROLOQUINOLINE-QUINONE SYNTHASE	0
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (B4S6T4)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PROSTHECOCHLORIS AESTUARII (STRAIN DSM 271 / SK3 413);4 ORGANISM_TAXID: 290512	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR COG2833: UNCHARACTERIZED2 PROTEIN (A0A6S6SCL9)	MOL_ID: 1;2 MOLECULE: COG2833: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: UNCULTURED CAMPYLOBACTERALES BACTERIUM;3 ORGANISM_TAXID: 352960	COG2833: UNCHARACTERIZED PROTEIN	16
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RIBONUCLEOTIDE REDUCTASE2 REGULATORY TP53 INDUCIBLE SUBUNIT M2B (A0A3B4UCK2)	MOL_ID: 1;2 MOLECULE: RIBONUCLEOTIDE REDUCTASE REGULATORY TP53 INDUCIBLE SUBUNIT3 M2B;4 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: SERIOLA DUMERILI;3 ORGANISM_TAXID: 41447	RIBONUCLEOTIDE REDUCTASE REGULATORY TP53 INDUCIBLE SUBUNIT3 M2B	14
ALPHAFOLD MONOMER V2.0 PREDICTION FOR RING-1,2-PHENYLACETYL-COA2 EPOXIDASE SUBUNIT PAAA (A0A853CIV5)	MOL_ID: 1;2 MOLECULE: RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: GEODERMATOPHILUS DAQINGENSIS;3 ORGANISM_TAXID: 2026353	RING-1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT PAAA	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR CHEMOTAXIS PROTEIN (A0A106PU20)	MOL_ID: 1;2 MOLECULE: CHEMOTAXIS PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BURKHOLDERIA UBONENSIS;3 ORGANISM_TAXID: 101571	CHEMOTAXIS PROTEIN	13
ALPHAFOLD MONOMER V2.0 PREDICTION FOR 1,2-PHENYLACETYL-COA EPOXIDASE2 SUBUNIT A (A0A3N5EZL6)	MOL_ID: 1;2 MOLECULE: 1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BURKHOLDERIALES BACTERIUM;3 ORGANISM_TAXID: 1891238	1,2-PHENYLACETYL-COA EPOXIDASE SUBUNIT A	5
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PROPANE 2-MONOOXYGENASE2 (A0A431N9F9)	MOL_ID: 1;2 MOLECULE: PROPANE 2-MONOOXYGENASE;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: PSEUDONOCARDIACEAE BACTERIUM;3 ORGANISM_TAXID: 1873463	PROPANE 2-MONOOXYGENASE	10
ALPHAFOLD MONOMER V2.0 PREDICTION FOR UNCHARACTERIZED PROTEIN2 (A0A844S7Z3)	MOL_ID: 1;2 MOLECULE: UNCHARACTERIZED PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: BRADYRHIZOBIUM YUANMINGENSE;3 ORGANISM_TAXID: 108015	UNCHARACTERIZED PROTEIN	3
ALPHAFOLD MONOMER V2.0 PREDICTION FOR PAS DOMAIN S-BOX PROTEIN2 (A0A023X102)	MOL_ID: 1;2 MOLECULE: PAS DOMAIN S-BOX PROTEIN;3 CHAIN: A	MOL_ID: 1;2 ORGANISM_SCIENTIFIC: RUBROBACTER RADIOTOLERANS;3 ORGANISM_TAXID: 42256	PAS DOMAIN S-BOX PROTEIN	4
